transaction_id,user_id,date,amount,type,category,narration,payment_mode
TXN_2BA84C78,1502,2025-10-14,478.52,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_11054893,1502,2025-10-12,349.26,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5F63E731,1502,2025-10-10,150.62,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_2297BC4F,1502,2025-10-24,124.74,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1D662B55,1502,2025-10-24,275.78,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_0C54CEC6,1502,2025-11-28,74783.33,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_ECBFD69F,1502,2025-12-02,9283.6,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_F89F8EDA,1502,2025-12-05,33091.62,DEBIT,INVESTMENT,KFINTECH MF SIP,ACH
TXN_19EF0F4C,1502,2025-11-09,358.82,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_4157B072,1502,2025-11-04,406.36,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_2A3B1358,1502,2025-11-08,198.79,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_81391991,1502,2025-11-01,351.53,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_A6CC35E0,1502,2025-11-09,60.03,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_F38510B1,1502,2025-11-18,168.54,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_48BC8AC5,1502,2025-11-21,422.12,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_48EE6D75,1502,2025-11-04,424.0,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_DA9183FF,1502,2025-11-16,250.63,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A653AF22,1502,2025-11-06,464.82,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_83BEF963,1502,2025-11-28,250.2,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A9F50A38,1502,2025-11-13,256.37,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_7B1377F6,1502,2025-11-05,105.65,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_1AFF38A8,1502,2025-11-03,477.32,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_B19C397D,1502,2025-11-18,376.36,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_1ADA6EC0,1502,2025-11-25,269.93,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_59B47212,1502,2025-11-15,170.84,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_3BF3E576,1502,2025-11-10,290.2,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_FCFDE917,1502,2025-11-20,462.45,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_048A719C,1502,2025-11-25,131.43,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_F6FE0118,1502,2025-11-09,330.59,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_FC279AF2,1502,2025-11-08,116.48,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_3C86AF87,1502,2025-11-06,41.18,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_50783D5D,1502,2025-11-23,301.28,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_12D52322,1502,2025-11-02,141.85,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_49A1DC4B,1502,2025-11-23,418.23,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A7B3D250,1502,2025-11-22,142.71,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_6E008B02,1502,2025-11-26,388.15,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_EB61F237,1502,2025-11-14,90.5,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_409BA128,1502,2025-11-21,105.56,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_AE59C389,2587,2025-01-02,170475.0,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_AE2A2313,2587,2025-01-06,34756.44,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_C8B1DEDD,2587,2025-01-09,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_CDB58407,2587,2025-01-26,175.35,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B8B4D3FD,2587,2025-01-15,94.72,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_01DFB438,2587,2025-01-23,217.1,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_49B4D398,2587,2025-01-17,277.59,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_4E788D9E,2587,2025-01-03,303.14,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_53C8F5D6,2587,2025-01-24,181.82,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_087ACBB7,2587,2025-01-01,80.18,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_6125CE87,2587,2025-01-25,335.8,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_F4A70BED,2587,2025-01-19,57.7,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_F1137766,2587,2025-01-16,268.34,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_F43F766B,2587,2025-01-09,119.86,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_07EF9BEA,2587,2025-01-21,398.27,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_3815E1C7,2587,2025-01-16,193.1,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_DFCB307E,2587,2025-01-11,334.86,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_26A4B1A4,2587,2025-01-11,221.12,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A2338CC1,2587,2025-01-10,331.54,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_84BF3CF2,2587,2025-01-27,374.62,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_097891A6,2587,2025-01-15,78.75,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_51E2AC03,2587,2025-01-11,91.01,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A83F213A,2587,2025-01-28,266.42,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_D66C9C50,2587,2025-02-01,170475.0,CREDIT,SALARY,CMS SALARY CR - WIPRO,ACH
TXN_6E598B08,2587,2025-02-05,34756.44,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_EA4BAA98,2587,2025-02-08,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_BEDDC4A6,2587,2025-02-17,199.18,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_ABB24082,2587,2025-02-21,234.5,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1E96D14A,2587,2025-02-07,157.5,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_E30EA63B,2587,2025-02-10,232.77,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_DCBD38D3,2587,2025-02-04,52.7,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_DBD752E8,2587,2025-02-23,109.69,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_47CDCB71,2587,2025-02-18,219.52,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_E95ED402,2587,2025-02-27,441.69,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_2D0A2B11,2587,2025-02-04,324.99,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_52E795C4,2587,2025-02-16,450.37,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_ED876C06,2587,2025-02-17,350.38,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_D4207892,2587,2025-02-27,252.3,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C6639FF4,2587,2025-02-08,240.99,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_87EB3351,2587,2025-02-13,123.87,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_CE1C52F7,2587,2025-02-28,70.72,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C343DFCD,2587,2025-02-11,451.07,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_2D24B53F,2587,2025-02-27,41.13,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_34ED1C0D,2587,2025-02-27,298.25,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_49D155CB,2587,2025-02-28,105.38,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_53770339,2587,2025-02-12,186.27,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E2069B62,2587,2025-02-15,450.45,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_5807791B,2587,2025-03-03,170475.0,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_01F15A52,2587,2025-03-07,34756.44,DEBIT,RENT,CRED RENT PAY,UPI
TXN_B0528D61,2587,2025-03-10,13416.38,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_D325E171,2587,2025-03-28,381.24,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_26082EFF,2587,2025-03-11,367.67,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_FE069507,2587,2025-03-13,474.9,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BD2FF129,2587,2025-03-16,464.52,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_0C2101FB,2587,2025-03-17,464.76,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0738A3B2,2587,2025-03-28,84.16,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_94A59B1F,2587,2025-03-04,271.42,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_26351FDD,2587,2025-03-01,357.88,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A5B4BAC0,2587,2025-03-28,328.1,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_04EDDA0A,2587,2025-03-03,246.58,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A92B35CF,2587,2025-03-11,314.23,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_4BFECAC2,2587,2025-03-21,75.34,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_7F0260CF,2587,2025-03-28,336.72,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_CAA0837B,2587,2025-03-11,315.79,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_CDDF889B,2587,2025-03-28,278.05,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_68CD2B60,2587,2025-03-08,317.71,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_2CE01E84,2587,2025-03-08,368.58,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A913E6DD,2587,2025-03-04,374.56,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_D84D14C9,2587,2025-03-15,113.2,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_70609FB3,2587,2025-03-01,60.24,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_381DE961,2587,2025-03-10,197.72,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_3D47D462,2587,2025-03-05,147.45,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E6C14EF2,2587,2025-04-02,170475.0,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_C8C69D5C,2587,2025-04-06,34756.44,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_C4EE6BA7,2587,2025-04-09,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_853E1B9E,2587,2025-04-20,423.17,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_99BCFC39,2587,2025-04-16,441.64,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_80BE828B,2587,2025-04-08,242.91,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_633151BF,2587,2025-04-15,152.34,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_456A92CA,2587,2025-04-26,244.71,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_FE2DD225,2587,2025-04-22,280.5,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_15B99B25,2587,2025-04-15,455.9,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_F0499F0C,2587,2025-04-21,463.29,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_BCB7DFF7,2587,2025-04-15,411.93,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_ACD22039,2587,2025-04-13,415.47,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_BA0C91C3,2587,2025-04-08,207.8,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_3F8EF63A,2587,2025-04-19,170.18,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_BD109B6A,2587,2025-04-01,470.3,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_263A702D,2587,2025-04-09,43.56,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_9703FD9D,2587,2025-04-20,367.88,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_74F72C8E,2587,2025-04-25,391.5,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_558E8056,2587,2025-04-08,320.11,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_4CB9F5C2,2587,2025-05-02,170475.0,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_0D3E11F0,2587,2025-05-06,34756.44,DEBIT,RENT,CRED RENT PAY,UPI
TXN_73BC4BE1,2587,2025-05-09,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_F202FFE9,2587,2025-05-10,386.99,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_448E9B3C,2587,2025-05-19,200.54,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_44CCFE35,2587,2025-05-03,440.24,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_8610167B,2587,2025-05-24,222.82,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_2391B598,2587,2025-05-05,386.07,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_629F1048,2587,2025-05-17,260.79,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_295EA047,2587,2025-05-27,112.4,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_BC0132D8,2587,2025-05-26,169.86,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0F8C7318,2587,2025-05-26,90.67,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A5B30E73,2587,2025-05-05,371.83,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_B26CF3F6,2587,2025-05-28,337.58,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_B65BF18D,2587,2025-05-28,394.02,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5EE5734B,2587,2025-05-03,387.9,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_ED135FFA,2587,2025-05-09,276.09,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_CA66E363,2587,2025-05-12,336.04,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_2EA5C50A,2587,2025-05-19,207.65,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_4949E431,2587,2025-06-01,170475.0,CREDIT,SALARY,ACH CR - INFOSYS LTD,ACH
TXN_ECF054D2,2587,2025-06-05,34756.44,DEBIT,RENT,CRED RENT PAY,UPI
TXN_080BFF39,2587,2025-06-08,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_F051B48C,2587,2025-06-01,312.6,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_6DA4A56A,2587,2025-06-20,137.4,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_4F0B3362,2587,2025-06-21,402.5,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_E39DFC58,2587,2025-06-21,219.65,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6FCC99DC,2587,2025-06-02,456.36,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_33217396,2587,2025-06-16,91.09,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_DE4F99E0,2587,2025-06-18,99.69,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_EB4E6892,2587,2025-06-12,335.01,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_165540DC,2587,2025-06-19,366.6,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_4DEC04CE,2587,2025-06-14,328.17,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_530C6DD3,2587,2025-06-20,219.57,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5ACA4359,2587,2025-06-02,343.72,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_E6387326,2587,2025-06-15,235.67,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_212A59C4,2587,2025-06-28,199.58,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_8F880FD4,2587,2025-06-18,436.75,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5F280329,2587,2025-06-02,215.18,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_5ADA0BEA,2587,2025-06-04,457.56,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A5C5C449,2587,2025-06-03,331.62,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_38A76291,2587,2025-06-02,386.19,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_4E75067E,2587,2025-06-05,386.27,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_AD99A42A,2587,2025-06-03,405.12,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_1711C1A1,2587,2025-06-19,135.02,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_ECD1853B,2587,2025-06-11,380.72,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_B99F89CA,2587,2025-06-09,417.7,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_9A9DCF20,2587,2025-06-05,277.69,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_766195DE,2587,2025-06-04,330.87,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_58FD1F93,2587,2025-06-05,46.54,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_232C8A76,2587,2025-06-19,182.46,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_68591A52,2587,2025-06-09,63.06,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C6A0DD9A,2587,2025-06-17,90.01,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_831454A0,2587,2025-07-01,170475.0,CREDIT,SALARY,CMS SALARY CR - WIPRO,ACH
TXN_52F6CED2,2587,2025-07-05,34756.44,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_00D4FC13,2587,2025-07-08,13416.38,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_8FACF01A,2587,2025-07-15,261.69,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_CEBA4AB1,2587,2025-07-24,384.62,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_61F39752,2587,2025-07-15,323.07,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_DA1EDE0A,2587,2025-07-02,479.38,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_FD91C327,2587,2025-07-14,341.88,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_184AF527,2587,2025-07-23,440.27,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_29E7F05D,2587,2025-07-03,181.73,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BA52905A,2587,2025-07-03,95.52,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_C7ABC951,2587,2025-07-13,477.64,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_D54FFE5E,2587,2025-07-15,262.44,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_B4FED815,2587,2025-07-04,388.96,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_AF7F38E4,2587,2025-07-28,328.07,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6335D739,2587,2025-07-14,238.68,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_5721E022,2587,2025-07-14,189.13,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_74AF6CB3,2587,2025-07-13,223.04,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A93D9D18,2587,2025-07-11,227.78,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_83E542DE,2587,2025-07-12,459.58,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E22A02D5,2587,2025-07-03,80.14,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_6AD8DEA2,2587,2025-07-31,170475.0,CREDIT,SALARY,ACH CR - INFOSYS LTD,ACH
TXN_19E68F4C,2587,2025-08-04,34756.44,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_1114876A,2587,2025-08-07,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_68A68E8C,2587,2025-07-26,97.25,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_C2704D52,2587,2025-07-19,460.91,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_2BB4BC19,2587,2025-07-22,93.78,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5911FFF2,2587,2025-07-28,332.75,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_CF6C6EE8,2587,2025-07-28,442.97,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A1D95084,2587,2025-07-10,304.18,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_D13EC07E,2587,2025-07-04,294.28,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_9E849C84,2587,2025-07-05,328.96,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_36A83D6C,2587,2025-07-28,87.62,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_76E656F9,2587,2025-07-04,375.55,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_38062071,2587,2025-07-26,228.81,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_49776617,2587,2025-07-20,448.8,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_CD07F7AA,2587,2025-07-01,119.38,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A143ABE5,2587,2025-07-11,194.45,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6075C0B4,2587,2025-07-28,103.03,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_798F0189,2587,2025-07-03,102.42,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_D11D5087,2587,2025-07-03,368.29,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_53E69E8D,2587,2025-07-13,224.73,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B0F1FB58,2587,2025-07-06,202.82,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0F67E3D1,2587,2025-07-25,454.22,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_3F40523E,2587,2025-07-02,108.46,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_760133ED,2587,2025-07-22,75.9,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_25B8AB01,2587,2025-07-22,226.57,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_DCD52F55,2587,2025-07-14,160.19,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_AB41C63A,2587,2025-07-12,229.16,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_21BD06AC,2587,2025-07-22,338.53,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_9B8EB31E,2587,2025-08-30,170475.0,CREDIT,SALARY,NEFT CR - GOOGLE INDIA,ACH
TXN_77815C03,2587,2025-09-03,34756.44,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_8245E896,2587,2025-09-06,13416.38,DEBIT,INVESTMENT,ACH DR - ZERODHA SIP,ACH
TXN_5B6B57D3,2587,2025-08-20,64.1,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_A2D49C55,2587,2025-08-10,455.94,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_4BC989C9,2587,2025-08-25,152.43,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_FE1CFEE2,2587,2025-08-04,43.4,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_68D9D001,2587,2025-08-06,96.84,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_873329C9,2587,2025-08-17,285.84,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_1DA1D8F2,2587,2025-08-03,214.71,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_9C2049C5,2587,2025-08-14,48.25,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_29BC43DD,2587,2025-08-28,177.75,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_B0044DB2,2587,2025-08-19,217.95,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_81F04022,2587,2025-08-10,90.68,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1D31983E,2587,2025-08-11,115.62,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_F8D5BC7E,2587,2025-08-27,343.43,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A5F2A3FA,2587,2025-08-03,232.15,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_DD6E6372,2587,2025-08-08,231.7,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C43FB2ED,2587,2025-08-17,74.6,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B03AE204,2587,2025-08-24,189.39,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A0737A06,2587,2025-08-25,113.98,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_E004BA06,2587,2025-08-17,264.38,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_6D10A171,2587,2025-08-12,360.05,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
