log_annual_credit,log_annual_debit,net_savings_ratio,monthly_burn_rate,salary_inflow_ratio,monthly_credit_cv,salary_regularity_score,bonus_lump_sum_ratio,investment_ratio,fixed_obligation_ratio,discretionary_ratio,tax_shield_ratio,upi_velocity_index,micro_spend_density,log_avg_ticket_size,capital_gains_flux,user_id,true_annual_income,tax_slab_class,behavior_cluster
12.7267,12.3417,0.3195,0.6805,0.8706,0.0997,1.0,0.1346,0.1391,0.3606,0.3133,0.0413,0.7834,0.0771,7.0731,0.0315,2610,324000.0,0,1
12.2488,11.8072,0.357,0.643,0.8848,0.022,1.0,0.0526,0.2136,0.3976,0.3448,0.0865,0.7134,0.0922,6.5923,0.0086,2611,200000.0,0,1
14.0557,13.5887,0.3731,0.6269,0.9052,0.0988,1.0,0.1126,0.1446,0.3834,0.3097,0.0633,0.7899,0.075,8.2991,0.0267,2612,1252800.0,2,1
13.2296,12.9834,0.2183,0.7817,0.9838,0.0841,1.0,0.1141,0.1981,0.4439,0.2562,0.0602,0.7638,0.089,7.914,0.018,2613,540000.0,1,1
12.5104,11.482,0.6424,0.3576,0.863,0.0838,1.0,0.1193,0.4007,0.2656,0.2136,0.1227,0.6442,0.0751,6.9068,0.0665,2614,260000.0,0,0
13.797,13.6977,0.0945,0.9055,0.776,0.2044,1.0,0.0667,0.0385,0.3401,0.5739,0.0069,0.8161,0.1881,8.2108,0.0,2615,1000000.0,2,2
14.4656,14.1853,0.2445,0.7555,0.5849,0.3321,1.0,0.0,0.0714,0.2884,0.3264,0.0357,0.869,0.1589,8.9039,0.0,2616,1950000.0,4,3
14.0565,13.5738,0.3829,0.6171,0.9129,0.1359,1.0,0.1673,0.2714,0.2586,0.1193,0.1381,0.4899,0.0386,8.1901,0.052,2617,1260000.0,2,0
13.2109,12.7431,0.3737,0.6263,0.9842,0.0223,1.0,0.0753,0.1545,0.4412,0.3421,0.0783,0.6229,0.0595,7.7703,0.0105,2618,540000.0,1,1
12.8594,12.4579,0.3307,0.6693,0.8779,0.0528,1.0,0.1296,0.2231,0.4409,0.2879,0.1029,0.7325,0.0833,7.4619,0.0359,2619,374400.0,0,1
13.3331,13.0987,0.209,0.791,0.9102,0.0528,1.0,0.1258,0.2475,0.4434,0.3161,0.0444,0.7395,0.0445,7.5394,0.0212,2620,588000.0,1,1
13.7246,13.4566,0.2351,0.7649,0.5171,0.4075,1.0,0.0,0.0644,0.1893,0.2526,0.006,0.8906,0.2414,7.9682,0.0,2621,900000.0,2,3
12.1916,11.7527,0.3553,0.6447,0.9597,0.0408,1.0,0.1795,0.2926,0.2637,0.1054,0.1128,0.6846,0.0714,6.6731,0.1281,2622,200000.0,0,0
14.4859,13.9315,0.4256,0.5744,0.8532,0.1317,1.0,0.1893,0.2988,0.3014,0.1116,0.116,0.5544,0.0588,8.4899,0.0368,2623,1950000.0,4,0
12.6068,12.4122,0.1768,0.8232,0.8338,0.2763,1.0,0.0,0.0439,0.2454,0.3093,0.0168,0.921,0.1801,7.0671,0.0,2624,300000.0,0,3
12.8226,12.4902,0.2828,0.7172,0.9257,0.052,1.0,0.0832,0.2254,0.3393,0.3371,0.0883,0.7855,0.0852,6.775,0.0398,2625,360000.0,0,1
13.3458,13.081,0.2326,0.7674,0.8574,0.0823,1.0,0.1373,0.1639,0.3434,0.2902,0.1197,0.632,0.0416,7.7282,0.0319,2626,630000.0,1,1
12.5081,11.8476,0.4834,0.5166,0.8831,0.0999,1.0,0.1675,0.4289,0.2829,0.2119,0.1726,0.4691,0.0794,6.7619,0.0562,2627,270000.0,0,0
12.543,12.0412,0.3945,0.6055,0.8136,0.0943,1.0,0.0649,0.2953,0.2377,0.1605,0.1186,0.6363,0.0545,6.7036,0.1467,2628,270000.0,0,0
13.6897,13.193,0.3915,0.6085,0.9799,0.063,1.0,0.0682,0.2009,0.3196,0.2081,0.0623,0.7448,0.0888,7.6852,0.0166,2629,842400.0,1,1
12.6841,12.1761,0.3983,0.6017,0.9206,0.052,1.0,0.1488,0.1443,0.332,0.2738,0.0519,0.6812,0.1058,6.5979,0.0414,2630,324000.0,0,1
13.9718,13.4799,0.3885,0.6115,0.966,0.0726,1.0,0.1424,0.2145,0.3522,0.2735,0.0892,0.6914,0.0734,8.0829,0.0025,2631,1185600.0,2,1
12.5136,12.1556,0.301,0.699,0.7181,0.2544,0.75,0.0,0.026,0.2324,0.3882,0.0169,0.8957,0.2436,6.4599,0.0,2632,260000.0,0,3
13.692,13.2595,0.3511,0.6489,0.9561,0.0654,1.0,0.0841,0.1685,0.4381,0.2581,0.052,0.6967,0.0685,7.8808,0.0075,2633,900000.0,2,1
13.3391,13.1502,0.1721,0.8279,0.6344,0.1984,0.92,0.0,0.0968,0.3201,0.4065,0.006,0.9133,0.1687,7.6543,0.0,2634,600000.0,1,3
13.5743,13.3145,0.2288,0.7712,0.9507,0.0772,1.0,0.1292,0.164,0.3011,0.2655,0.0684,0.6097,0.0493,8.1142,0.0452,2635,780000.0,1,1
12.2179,11.9881,0.2053,0.7947,0.9439,0.0352,1.0,0.109,0.2046,0.4417,0.2538,0.1147,0.6363,0.0541,6.6829,0.035,2636,200000.0,0,1
13.1462,12.808,0.2869,0.7131,0.6521,0.1963,0.92,0.0,0.0545,0.303,0.3755,0.0002,0.8652,0.3222,7.0904,0.0,2637,499200.0,1,3
12.8222,11.8635,0.6166,0.3834,0.8748,0.0486,1.0,0.1981,0.3491,0.3343,0.1076,0.1716,0.605,0.0678,6.9769,0.0262,2638,360000.0,0,0
13.9829,13.1888,0.548,0.452,0.85,0.1075,1.0,0.1871,0.3372,0.2178,0.2149,0.107,0.6312,0.079,8.3238,0.146,2639,1170000.0,2,0
13.0029,12.7791,0.2005,0.7995,0.9663,0.074,1.0,0.0623,0.1435,0.3712,0.259,0.0695,0.8341,0.0756,7.0593,0.0136,2640,432000.0,0,1
12.2083,11.7328,0.3784,0.6216,0.8674,0.0614,1.0,0.1451,0.4266,0.2614,0.1825,0.1658,0.4509,0.0564,6.5006,0.0528,2641,200000.0,0,0
14.4837,13.6043,0.585,0.415,0.8586,0.1152,1.0,0.1821,0.2845,0.3183,0.1898,0.1033,0.4715,0.0325,8.5613,0.1115,2642,1980000.0,4,0
14.8998,14.7866,0.107,0.893,0.8402,0.1908,1.0,0.0166,0.062,0.4979,0.3652,0.0037,0.8697,0.1873,8.9441,0.0,2643,2880000.0,6,2
13.2857,12.6104,0.491,0.509,0.8717,0.1274,1.0,0.0679,0.2886,0.2805,0.2024,0.1711,0.4842,0.0204,7.5002,0.1312,2644,600000.0,1,0
14.4072,13.9004,0.3976,0.6024,0.8829,0.0382,1.0,0.0988,0.2164,0.3501,0.2354,0.0525,0.8419,0.0915,8.4947,0.0083,2645,1820000.0,4,1
12.517,12.2678,0.2205,0.7795,0.9485,0.081,1.0,0.0979,0.221,0.4266,0.3358,0.0835,0.7722,0.0917,6.9101,0.0274,2646,260000.0,0,1
12.1908,11.4778,0.5098,0.4902,0.8386,0.1465,1.0,0.1986,0.2692,0.2929,0.2133,0.1523,0.4921,0.0462,6.1482,0.0848,2647,200000.0,0,0
13.6135,13.1993,0.3391,0.6609,0.8869,0.088,1.0,0.0997,0.1768,0.4478,0.201,0.0731,0.6718,0.0835,8.2157,0.037,2648,810000.0,1,1
13.4678,12.4622,0.6342,0.3658,0.8401,0.1109,1.0,0.188,0.4165,0.2159,0.2193,0.141,0.657,0.0267,7.2148,0.1391,2649,720000.0,1,0
13.8258,13.5397,0.2488,0.7512,0.7068,0.245,0.92,0.0,0.1065,0.2463,0.2602,0.0361,0.9161,0.2615,8.1724,0.0,2650,990000.0,2,3
13.2718,12.703,0.4338,0.5662,0.934,0.0783,1.0,0.1599,0.2852,0.2565,0.1318,0.1413,0.427,0.0216,7.1498,0.0483,2651,583200.0,1,0
13.2142,13.0204,0.1762,0.8238,0.7795,0.1274,1.0,0.0613,0.0679,0.3714,0.4031,0.0433,0.7859,0.148,7.3632,0.0,2652,540000.0,1,2
13.7322,13.4872,0.2173,0.7827,0.9195,0.0359,1.0,0.0916,0.1538,0.3659,0.2893,0.0662,0.7436,0.0726,7.9359,0.0425,2653,910000.0,2,1
13.189,12.7523,0.3538,0.6462,0.9428,0.1068,1.0,0.1954,0.3157,0.2254,0.1668,0.1312,0.6144,0.0255,7.4575,0.0236,2654,529200.0,1,0
13.1197,12.4796,0.4728,0.5272,0.8777,0.0382,1.0,0.0786,0.4309,0.2885,0.1896,0.1232,0.6202,0.0259,6.9688,0.1194,2655,500000.0,1,0
14.4439,14.1008,0.2905,0.7095,0.9794,0.0416,1.0,0.0952,0.137,0.3586,0.2884,0.069,0.644,0.0577,8.823,0.0042,2656,1800000.0,4,1
13.803,13.4529,0.2954,0.7046,0.9104,0.0422,1.0,0.1235,0.1241,0.3431,0.2196,0.0485,0.6416,0.0809,8.2158,0.0392,2657,990000.0,2,1
12.3188,12.3368,-0.0181,1.0181,0.8069,0.1313,0.83,0.0562,0.0167,0.394,0.5995,0.0178,0.9281,0.1633,7.0223,0.0,2658,218400.0,0,2
13.3647,12.8145,0.4232,0.5768,0.976,0.0634,1.0,0.0708,0.384,0.3197,0.1648,0.1137,0.6846,0.0294,7.7022,0.0706,2659,650000.0,1,0
13.3138,12.378,0.6077,0.3923,0.9558,0.1056,1.0,0.1064,0.319,0.2735,0.1171,0.0919,0.5381,0.0222,7.5013,0.1399,2660,600000.0,1,0
13.7121,13.5477,0.1516,0.8484,0.8062,0.3506,0.92,0.0,0.0637,0.1861,0.3728,0.0339,0.9385,0.2792,7.7684,0.0,2661,910000.0,2,3
13.1602,12.886,0.2398,0.7602,0.968,0.0857,1.0,0.1167,0.2428,0.3579,0.3036,0.1031,0.8091,0.0934,7.5312,0.0202,2662,500000.0,1,1
13.5185,13.0408,0.3798,0.6202,0.9344,0.0634,1.0,0.1253,0.2143,0.376,0.2587,0.0963,0.7473,0.0924,7.7161,0.0484,2663,748800.0,1,1
14.213,14.2476,-0.0352,1.0352,0.8065,0.2146,0.83,0.0665,0.0029,0.335,0.5823,0.0303,0.9441,0.2048,8.8705,0.0,2664,1440000.0,3,2
12.5126,12.399,0.1074,0.8926,0.8341,0.1468,0.83,0.0243,0.0065,0.3079,0.3826,0.0291,0.9089,0.1955,7.0338,0.0,2665,260000.0,0,2
14.7033,14.4921,0.1904,0.8096,0.6986,0.379,1.0,0.0,0.0874,0.2764,0.4438,0.0343,0.9163,0.3112,8.905,0.0,2666,2340000.0,5,3
12.1963,11.8875,0.2657,0.7343,0.5466,0.4474,1.0,0.0,0.0964,0.1646,0.4042,0.0256,0.8749,0.3241,6.2173,0.0,2667,200000.0,0,3
13.6816,13.2548,0.3475,0.6525,0.868,0.0947,1.0,0.1046,0.1381,0.4453,0.2717,0.0696,0.7466,0.119,7.8569,0.0087,2668,885600.0,2,1
12.2119,11.8964,0.2706,0.7294,0.5196,0.1638,0.92,0.0,0.0276,0.2408,0.3166,0.0335,0.882,0.2338,6.6315,0.0,2669,200000.0,0,3
13.704,13.0469,0.4816,0.5184,0.9135,0.1487,1.0,0.1171,0.3082,0.2457,0.1665,0.1102,0.4124,0.0301,7.8285,0.0433,2670,910000.0,2,0
13.5889,13.2461,0.2902,0.7098,0.8207,0.3583,0.75,0.0,0.0354,0.1655,0.3762,0.0004,0.8976,0.2893,7.9814,0.0,2671,810000.0,1,3
12.2684,12.298,-0.03,1.03,0.7092,0.2326,1.0,0.085,0.0364,0.465,0.5591,0.0431,0.7683,0.1263,6.8202,0.0,2672,205200.0,0,2
12.8284,12.5585,0.2365,0.7635,0.9269,0.03,1.0,0.1216,0.1927,0.3157,0.3232,0.0582,0.8149,0.0954,6.9061,0.0103,2673,378000.0,0,1
14.4361,14.1994,0.2108,0.7892,0.9124,0.0843,1.0,0.0604,0.2189,0.3349,0.2561,0.0471,0.6247,0.062,8.5186,0.0187,2674,1800000.0,4,1
14.6145,14.6437,-0.0297,1.0297,0.795,0.1412,0.92,0.0729,0.0712,0.4702,0.5991,0.031,0.8236,0.2279,9.1872,0.0,2675,2160000.0,5,2
12.2471,12.2376,0.0095,0.9905,0.7758,0.1746,0.83,0.0311,0.085,0.4499,0.598,0.0322,0.8485,0.2271,6.6996,0.0,2676,200000.0,0,2
12.2353,12.1315,0.0986,0.9014,0.8154,0.1421,0.92,0.0551,0.0162,0.4307,0.598,0.0136,0.7812,0.1789,6.3267,0.0,2677,200000.0,0,2
12.8762,12.5127,0.3048,0.6952,0.8646,0.0884,1.0,0.0718,0.1336,0.3848,0.3063,0.0879,0.6103,0.0589,7.0863,0.0308,2678,396000.0,0,1
12.7989,12.7017,0.0926,0.9074,0.8398,0.2364,0.92,0.0118,0.0079,0.4495,0.4805,0.0102,0.8984,0.1453,6.9112,0.0,2679,348000.0,0,2
14.0616,13.2251,0.5668,0.4332,0.8584,0.0924,1.0,0.1826,0.2854,0.3002,0.1335,0.1061,0.6413,0.0499,7.9164,0.0587,2680,1300000.0,3,0
15.032,14.8681,0.1512,0.8488,0.7855,0.1438,0.92,0.0173,0.0559,0.3092,0.5727,0.0175,0.7988,0.1005,9.7058,0.0,2681,3240000.0,6,2
12.3787,11.9024,0.3789,0.6211,0.9393,0.0763,1.0,0.1159,0.1625,0.3948,0.3374,0.1048,0.8302,0.105,6.5752,0.0305,2682,240000.0,0,1
12.3908,11.9629,0.3481,0.6519,0.9664,0.0358,1.0,0.0972,0.2386,0.3547,0.2884,0.095,0.7425,0.0992,6.3639,0.01,2683,237600.0,0,1
14.8166,14.7598,0.0551,0.9449,0.9483,0.1436,0.92,0.0653,0.0788,0.4708,0.4532,0.0398,0.8789,0.2157,8.8661,0.0,2684,2700000.0,6,2
12.5255,11.7965,0.5176,0.4824,0.9697,0.0543,1.0,0.1869,0.294,0.2665,0.1518,0.1573,0.6975,0.0764,6.3675,0.0346,2685,270000.0,0,0
14.0108,13.7108,0.2592,0.7408,0.8224,0.3043,0.58,0.0,0.0665,0.2233,0.3001,0.0177,0.8738,0.312,8.546,0.0,2686,1200000.0,2,3
12.6468,11.609,0.6458,0.3542,0.9649,0.0622,1.0,0.0563,0.4417,0.3233,0.1567,0.1064,0.5566,0.0347,6.4654,0.1463,2687,313200.0,0,0
14.1774,13.4344,0.5243,0.4757,0.9448,0.1186,1.0,0.1023,0.3378,0.3346,0.183,0.1161,0.6375,0.0585,8.5694,0.0693,2688,1400000.0,3,0
12.8737,12.8759,-0.0023,1.0023,0.8784,0.2228,0.83,0.0309,0.0789,0.47,0.3983,0.0405,0.927,0.1247,6.9827,0.0,2689,390000.0,0,2
13.1979,12.7624,0.353,0.647,0.9317,0.0462,1.0,0.1163,0.3605,0.3371,0.1149,0.1391,0.554,0.0253,7.1591,0.0926,2690,540000.0,1,0
12.9951,12.7059,0.2511,0.7489,0.968,0.0842,1.0,0.1103,0.2437,0.4095,0.2201,0.0474,0.7677,0.0557,7.5197,0.024,2691,421200.0,0,1
12.6572,12.275,0.3177,0.6823,0.8937,0.02,1.0,0.0574,0.1285,0.3636,0.2529,0.0579,0.681,0.0463,6.8748,0.0461,2692,300000.0,0,1
13.8237,13.5706,0.2236,0.7764,0.9001,0.0231,1.0,0.1307,0.1605,0.3764,0.2324,0.0989,0.8194,0.1155,8.2727,0.0309,2693,1020000.0,2,1
13.7725,13.5443,0.2041,0.7959,0.8709,0.0681,1.0,0.0787,0.1672,0.3058,0.2287,0.1147,0.6867,0.0906,8.2906,0.0426,2694,972000.0,2,1
12.2397,11.9022,0.2864,0.7136,0.852,0.073,1.0,0.0908,0.2432,0.3636,0.2005,0.115,0.6807,0.0776,6.1979,0.0274,2695,200000.0,0,1
13.2913,12.8228,0.3741,0.6259,0.8474,0.0857,1.0,0.0821,0.4412,0.2734,0.1183,0.137,0.5874,0.0722,7.8146,0.0204,2696,600000.0,1,0
12.4135,12.2999,0.1074,0.8926,0.5337,0.2917,0.92,0.0,0.0712,0.2943,0.2744,0.0271,0.9155,0.1959,6.4945,0.0,2697,240000.0,0,3
14.8064,14.3624,0.3585,0.6415,0.9713,0.0966,1.0,0.0952,0.1817,0.3509,0.263,0.0473,0.7194,0.0577,9.4012,0.0332,2698,2700000.0,6,1
12.6367,12.3641,0.2386,0.7614,0.6431,0.4198,0.58,0.0,0.057,0.2123,0.3248,0.0318,0.9509,0.2995,6.6653,0.0,2699,300000.0,0,3
13.4755,13.1632,0.2683,0.7317,0.9297,0.0824,1.0,0.0553,0.2218,0.3411,0.3414,0.0947,0.8033,0.1114,7.5025,0.0451,2700,720000.0,1,1
14.4293,14.1658,0.2317,0.7683,0.6479,0.1964,0.75,0.0,0.0486,0.2426,0.2791,0.0284,0.9487,0.2223,9.0605,0.0,2701,1800000.0,4,3
13.3034,13.0587,0.217,0.783,0.8973,0.0668,1.0,0.1008,0.2176,0.3128,0.2946,0.0699,0.7419,0.0724,7.9132,0.0139,2702,600000.0,1,1
12.2277,12.1426,0.0816,0.9184,0.8641,0.1882,0.92,0.0749,0.0695,0.3288,0.5832,0.0142,0.9258,0.1444,6.9389,0.0,2703,200000.0,0,2
13.9133,13.5617,0.2965,0.7035,0.9206,0.0539,1.0,0.0622,0.1835,0.3927,0.3326,0.0539,0.674,0.1136,8.3251,0.0004,2704,1069200.0,2,1
13.1521,13.1348,0.0171,0.9829,0.8441,0.0803,0.83,0.0655,0.022,0.4591,0.5378,0.0441,0.9248,0.1118,7.9104,0.0,2705,520000.0,1,2
13.8819,13.8229,0.0573,0.9427,0.7465,0.1747,1.0,0.0693,0.0781,0.4543,0.5666,0.0323,0.871,0.1867,8.3192,0.0,2706,1020000.0,2,2
12.2292,11.8973,0.2825,0.7175,0.9725,0.0441,1.0,0.142,0.1914,0.3181,0.2843,0.0968,0.7869,0.0885,6.5641,0.0251,2707,200000.0,0,1
13.5215,13.3285,0.1755,0.8245,0.7446,0.1944,1.0,0.0389,0.0095,0.3887,0.4582,0.0192,0.8712,0.167,7.794,0.0,2708,720000.0,1,2
13.3973,13.3515,0.0448,0.9552,0.8643,0.1897,0.92,0.0525,0.0405,0.4633,0.4046,0.0416,0.7894,0.1193,8.1484,0.0,2709,630000.0,1,2
12.6851,12.3796,0.2632,0.7368,0.9293,0.0957,1.0,0.1481,0.2338,0.4155,0.2765,0.0883,0.8241,0.0588,6.6434,0.0131,2710,324000.0,0,1
12.7832,12.6629,0.1133,0.8867,0.7684,0.1657,0.83,0.0382,0.0103,0.4248,0.4549,0.0394,0.7615,0.1132,7.125,0.0,2711,360000.0,0,2
12.5372,12.5572,-0.0202,1.0202,0.8033,0.0853,0.83,0.0313,0.0247,0.3839,0.581,0.0101,0.8867,0.1306,6.7516,0.0,2712,270000.0,0,2
13.1745,12.7625,0.3376,0.6624,0.9793,0.0789,1.0,0.1258,0.1377,0.3174,0.3367,0.079,0.8483,0.1097,7.5891,0.0207,2713,520000.0,1,1
13.429,12.9127,0.4033,0.5967,0.8437,0.0535,1.0,0.1326,0.3501,0.3431,0.1693,0.1208,0.5975,0.0709,7.9749,0.0719,2714,660000.0,1,0
14.8021,14.505,0.257,0.743,0.8937,0.0333,1.0,0.0587,0.1675,0.3792,0.269,0.0838,0.8008,0.0431,9.1508,0.0185,2715,2600000.0,6,1
13.0467,12.0016,0.6483,0.3517,0.9699,0.0804,1.0,0.1678,0.4202,0.3461,0.204,0.1576,0.635,0.0328,6.8126,0.1153,2716,450000.0,0,0
12.6382,12.3779,0.2292,0.7708,0.8982,0.0773,1.0,0.0763,0.2037,0.3843,0.2296,0.0595,0.7524,0.0456,7.2205,0.038,2717,300000.0,0,1
13.5088,13.2405,0.2353,0.7647,0.5165,0.2094,0.75,0.0,0.0286,0.1554,0.3225,0.0321,0.9521,0.285,7.493,0.0,2718,702000.0,1,3
14.1373,13.6012,0.415,0.585,0.9798,0.0763,1.0,0.1148,0.3451,0.2076,0.2192,0.1248,0.5044,0.0749,8.0022,0.0628,2719,1400000.0,3,0
13.5068,13.0472,0.3684,0.6316,0.8789,0.0586,1.0,0.1049,0.2503,0.3403,0.1891,0.1486,0.604,0.0565,8.0649,0.1144,2720,700000.0,1,0
12.5028,11.975,0.4101,0.5899,0.9523,0.0672,1.0,0.1747,0.4464,0.2625,0.2109,0.1002,0.6203,0.0785,6.5825,0.1413,2721,273600.0,0,0
12.5919,12.5953,-0.0034,1.0034,0.8607,0.1852,1.0,0.0955,0.011,0.472,0.4087,0.001,0.8951,0.1311,6.8421,0.0,2722,300000.0,0,2
12.8849,12.5105,0.3123,0.6877,0.9059,0.0855,1.0,0.1426,0.2209,0.4236,0.211,0.0962,0.7522,0.0408,7.1034,0.0333,2723,400000.0,0,1
13.9138,13.799,0.1085,0.8915,0.9378,0.1381,0.83,0.0883,0.0059,0.3954,0.5426,0.0271,0.8532,0.2404,8.0871,0.0,2724,1080000.0,2,2
13.5042,13.2363,0.235,0.765,0.6896,0.4243,1.0,0.0,0.0676,0.3013,0.4118,0.0087,0.8761,0.3142,7.8593,0.0,2725,700000.0,1,3
13.2008,12.4113,0.5459,0.4541,0.8555,0.0464,1.0,0.1505,0.4201,0.2193,0.1908,0.1402,0.5139,0.0465,7.0652,0.0383,2726,540000.0,1,0
13.4569,13.355,0.0969,0.9031,0.8005,0.2304,1.0,0.0089,0.0161,0.4838,0.4418,0.0482,0.909,0.2179,7.7232,0.0,2727,670800.0,1,2
12.7625,12.5181,0.2168,0.7832,0.907,0.0706,1.0,0.0921,0.2411,0.3573,0.2243,0.0514,0.7944,0.114,6.9793,0.0318,2728,345600.0,0,1
13.9465,13.7085,0.2118,0.7882,0.9272,0.0348,1.0,0.1499,0.1851,0.3034,0.2271,0.071,0.6691,0.0699,8.0143,0.0099,2729,1100000.0,2,1
12.8571,12.5476,0.2662,0.7338,0.9213,0.0783,1.0,0.1494,0.1994,0.3816,0.287,0.1054,0.6626,0.1146,7.1204,0.0043,2730,374400.0,0,1
14.3471,14.0885,0.2279,0.7721,0.9408,0.0997,1.0,0.0771,0.1528,0.3186,0.264,0.071,0.8231,0.1104,8.8101,0.0323,2731,1690000.0,4,1
12.1908,11.4961,0.5008,0.4992,0.9025,0.1115,1.0,0.1184,0.3526,0.3256,0.2096,0.174,0.4266,0.0493,6.5328,0.1367,2732,200000.0,0,0
12.907,12.5458,0.3032,0.6968,0.9216,0.0545,1.0,0.1434,0.1744,0.4293,0.3193,0.0648,0.614,0.0999,7.0416,0.0091,2733,400000.0,0,1
12.8177,12.7481,0.0672,0.9328,0.8305,0.1085,1.0,0.0431,0.0579,0.3338,0.4952,0.0227,0.8984,0.106,7.542,0.0,2734,360000.0,0,2
14.2774,13.9194,0.3009,0.6991,0.9743,0.0884,1.0,0.0778,0.2221,0.3185,0.2124,0.0722,0.74,0.1111,8.6539,0.0403,2735,1600000.0,3,1
13.348,12.8258,0.4068,0.5932,0.8508,0.0773,1.0,0.1603,0.4084,0.265,0.1567,0.1797,0.6029,0.0728,7.5621,0.0365,2736,600000.0,1,0
14.6332,14.3075,0.278,0.722,0.9337,0.0452,1.0,0.0976,0.2078,0.3425,0.346,0.1148,0.8241,0.1043,8.901,0.0043,2737,2160000.0,5,1
14.4405,14.2826,0.1461,0.8539,0.5385,0.2521,0.58,0.0,0.0512,0.235,0.2603,0.0051,0.8635,0.236,8.6812,0.0,2738,1800000.0,4,3
13.4517,13.4447,0.007,0.993,0.7603,0.1319,0.92,0.0616,0.0827,0.3123,0.5881,0.0024,0.9043,0.1031,7.5519,0.0,2739,700000.0,1,2
12.7995,12.4594,0.2883,0.7117,0.9709,0.0304,1.0,0.0736,0.2222,0.3711,0.331,0.1067,0.661,0.0424,7.2066,0.0491,2740,360000.0,0,1
12.6479,12.1112,0.4154,0.5846,0.8271,0.0338,1.0,0.0934,0.2587,0.2808,0.1152,0.1729,0.4786,0.0305,6.4925,0.1229,2741,312000.0,0,0
12.3233,11.6855,0.4715,0.5285,0.9785,0.1218,1.0,0.0957,0.4021,0.3433,0.1916,0.1527,0.4419,0.0477,6.2963,0.0855,2742,226800.0,0,0
12.8035,12.5484,0.2251,0.7749,0.988,0.0212,1.0,0.1314,0.1836,0.4361,0.3493,0.1155,0.7824,0.0618,7.0878,0.0433,2743,360000.0,0,1
12.8956,12.4256,0.375,0.625,0.9588,0.0966,1.0,0.1391,0.1517,0.3766,0.2406,0.1024,0.7117,0.0527,7.2495,0.0448,2744,400000.0,0,1
14.76,14.5001,0.2289,0.7711,0.9247,0.0937,1.0,0.058,0.2111,0.3529,0.2293,0.0671,0.7571,0.0886,9.3702,0.0054,2745,2600000.0,6,1
12.2508,11.8285,0.3444,0.6556,0.8915,0.0407,1.0,0.081,0.1873,0.3104,0.207,0.0498,0.7821,0.0973,6.3678,0.0486,2746,200000.0,0,1
12.1972,11.9611,0.2103,0.7897,0.8747,0.0799,1.0,0.1405,0.202,0.448,0.3281,0.1007,0.6204,0.0795,6.2805,0.0185,2747,200000.0,0,1
13.5033,12.8654,0.4716,0.5284,0.8942,0.1097,1.0,0.13,0.3191,0.2465,0.2027,0.1569,0.6954,0.0439,7.7323,0.0916,2748,700000.0,1,0
12.9448,12.5722,0.3111,0.6889,0.8823,0.4016,0.92,0.0,0.0642,0.176,0.3182,0.0322,0.9591,0.2952,7.0963,0.0,2749,400000.0,0,3
13.4902,12.7682,0.5142,0.4858,0.9186,0.1485,1.0,0.1966,0.431,0.3257,0.1279,0.1319,0.4094,0.0478,8.0285,0.1485,2750,720000.0,1,0
13.9753,13.582,0.3252,0.6748,0.8676,0.0527,1.0,0.0887,0.1224,0.3314,0.3184,0.0763,0.653,0.1114,8.2897,0.0445,2751,1185600.0,2,1
13.5917,13.0162,0.4376,0.5624,0.8987,0.0717,1.0,0.1965,0.3588,0.2178,0.1417,0.084,0.6616,0.0436,7.7281,0.0925,2752,780000.0,1,0
14.3516,13.8051,0.421,0.579,0.8245,0.0606,1.0,0.0808,0.4492,0.2385,0.1887,0.1217,0.6025,0.0402,8.4898,0.0985,2753,1690000.0,4,0
12.7737,12.4387,0.2846,0.7154,0.9483,0.0328,1.0,0.0527,0.2455,0.4198,0.2161,0.0535,0.8376,0.1194,7.075,0.0389,2754,348000.0,0,1
13.7371,13.7652,-0.0285,1.0285,0.9268,0.1906,0.83,0.0866,0.0343,0.4948,0.5855,0.0375,0.8685,0.2316,8.2413,0.0,2755,939600.0,2,2
12.5818,12.5911,-0.0094,1.0094,0.8522,0.2212,0.92,0.0351,0.0279,0.4527,0.4679,0.0274,0.8263,0.1618,6.8428,0.0,2756,296400.0,0,2
12.2163,11.7341,0.3826,0.6174,0.8619,0.0591,1.0,0.1168,0.1649,0.3129,0.2699,0.0461,0.7272,0.0864,6.2898,0.0328,2757,200000.0,0,1
12.7913,12.3403,0.363,0.637,0.9387,0.042,1.0,0.051,0.2013,0.3271,0.3191,0.112,0.6448,0.0585,6.7073,0.0008,2758,358800.0,0,1
13.098,12.9025,0.1776,0.8224,0.9148,0.1999,1.0,0.0833,0.0456,0.4983,0.53,0.0026,0.82,0.1725,7.3065,0.0,2759,480000.0,1,2
12.468,12.0554,0.3381,0.6619,0.88,0.0324,1.0,0.0651,0.1332,0.3968,0.2255,0.0411,0.6255,0.0572,6.4411,0.0282,2760,260000.0,0,1
12.6229,12.4168,0.1862,0.8138,0.8977,0.1758,0.92,0.0,0.0731,0.3367,0.2666,0.0044,0.8798,0.2177,6.9104,0.0,2761,302400.0,0,3
12.2149,11.8715,0.2906,0.7094,0.9015,0.0528,1.0,0.1186,0.1824,0.3999,0.2775,0.1089,0.7429,0.0562,6.1841,0.0197,2762,200000.0,0,1
12.6286,12.5221,0.101,0.899,0.738,0.1205,1.0,0.0577,0.0407,0.4079,0.4525,0.0287,0.8676,0.2188,6.8599,0.0,2763,302400.0,0,2
